
96 X 96
	[79.0]		[81.0]		[78.0]		[82.0]		[81.0]		[80.0]		[80.0]		[83.0]		[84.0]		[76.0]		[76.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[16.0]		[14.0]		[16.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Activity
	[80.0]		[80.0]		[86.0]		[81.0]		[81.0]		[85.0]		[79.0]		[87.0]		[81.0]		[85.0]		[85.0]		[21.0]		[21.0]		[21.0]		[21.0]		[22.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	MessagingEdge
	[84.0]		[81.0]		[77.0]		[81.0]		[81.0]		[79.0]		[84.0]		[77.0]		[81.0]		[80.0]		[80.0]		[23.0]		[23.0]		[21.0]		[23.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	NamedBpmnObject
	[78.0]		[80.0]		[89.0]		[81.0]		[82.0]		[83.0]		[79.0]		[88.0]		[81.0]		[85.0]		[85.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Pool
	[86.0]		[88.0]		[79.0]		[87.0]		[86.0]		[79.0]		[85.0]		[80.0]		[87.0]		[79.0]		[79.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	SequenceEdge
	[87.0]		[88.0]		[81.0]		[89.0]		[88.0]		[79.0]		[86.0]		[82.0]		[89.0]		[79.0]		[79.0]		[15.0]		[15.0]		[15.0]		[15.0]		[16.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	SubProcess
	[80.0]		[77.0]		[83.0]		[77.0]		[77.0]		[80.0]		[80.0]		[85.0]		[79.0]		[92.0]		[92.0]		[27.0]		[27.0]		[27.0]		[27.0]		[28.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[29.0]		[29.0]		[29.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	TextAnnotation
	[77.0]		[79.0]		[82.0]		[78.0]		[77.0]		[86.0]		[76.0]		[83.0]		[78.0]		[83.0]		[83.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Vertex
	[24.0]		[21.0]		[27.0]		[21.0]		[21.0]		[24.0]		[24.0]		[30.0]		[23.0]		[30.0]		[30.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[30.0]		[29.0]		[30.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	ActivityType
	[24.0]		[21.0]		[29.0]		[21.0]		[21.0]		[24.0]		[24.0]		[30.0]		[24.0]		[30.0]		[30.0]		[27.0]		[27.0]		[27.0]		[27.0]		[28.0]		[27.0]		[27.0]		[27.0]		[27.0]		[29.0]		[27.0]		[27.0]		[29.0]		[27.0]		[27.0]		[27.0]		[30.0]		[30.0]		[30.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	DirectionType
	[26.0]		[21.0]		[27.0]		[21.0]		[21.0]		[24.0]		[24.0]		[27.0]		[21.0]		[30.0]		[30.0]		[27.0]		[27.0]		[27.0]		[27.0]		[28.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	SubProcess
	[24.0]		[21.0]		[27.0]		[21.0]		[21.0]		[24.0]		[24.0]		[27.0]		[21.0]		[30.0]		[30.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	EventEndMultiple
