
96 X 96
	[79.0]		[81.0]		[78.0]		[82.0]		[81.0]		[80.0]		[80.0]		[83.0]		[84.0]		[76.0]		[76.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[12.0]		[16.0]		[14.0]		[16.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Activity
	[75.0]		[77.0]		[86.0]		[78.0]		[79.0]		[84.0]		[76.0]		[88.0]		[78.0]		[82.0]		[82.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[21.0]		[18.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Artifact
	[76.0]		[79.0]		[84.0]		[80.0]		[79.0]		[88.0]		[77.0]		[86.0]		[80.0]		[83.0]		[83.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[19.0]		[18.0]		[19.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	ArtifactsContainer
	[87.0]		[89.0]		[86.0]		[90.0]		[91.0]		[80.0]		[88.0]		[88.0]		[93.0]		[77.0]		[77.0]		[18.0]		[18.0]		[18.0]		[18.0]		[19.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Association
	[85.0]		[83.0]		[83.0]		[83.0]		[85.0]		[77.0]		[82.0]		[82.0]		[83.0]		[79.0]		[79.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[15.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	BpmnDiagram
	[80.0]		[77.0]		[83.0]		[77.0]		[77.0]		[80.0]		[80.0]		[83.0]		[77.0]		[92.0]		[92.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[27.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	DataObject
	[77.0]		[77.0]		[86.0]		[78.0]		[79.0]		[86.0]		[76.0]		[85.0]		[78.0]		[82.0]		[82.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Graph
	[79.0]		[82.0]		[87.0]		[83.0]		[82.0]		[85.0]		[80.0]		[88.0]		[83.0]		[86.0]		[86.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Group
	[86.0]		[83.0]		[77.0]		[83.0]		[83.0]		[79.0]		[86.0]		[77.0]		[83.0]		[80.0]		[80.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Identifiable
	[76.0]		[79.0]		[84.0]		[80.0]		[79.0]		[88.0]		[77.0]		[85.0]		[80.0]		[83.0]		[83.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[18.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	IdentifiableNode
	[78.0]		[80.0]		[89.0]		[81.0]		[82.0]		[83.0]		[79.0]		[88.0]		[81.0]		[85.0]		[85.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[21.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]		[0.0]	Lane
